280	inf
285	inf
290	inf
295	inf
300	inf
305	inf
310	inf
315	inf
320	inf
325	inf
330	inf
335	inf
340	inf
345	inf
350	inf
355	inf
360	inf
365	inf
370	inf
375	inf
380	inf
385	inf
390	inf
395	inf
400	inf
405	inf
410	inf
415	inf
420	inf
425	inf
430	inf
435	inf
440	inf
445	inf
450	inf
455	inf
460	inf
465	inf
470	inf
475	inf
480	inf
485	inf
490	inf
495	inf
500	inf
505	inf
510	inf
515	inf
520	inf
525	inf
530	inf
535	inf
540	inf
545	inf
550	inf
555	inf
560	inf
565	inf
570	inf
575	inf
580	inf
585	inf
590	inf
595	inf
600	inf
605	inf
610	inf
615	inf
620	inf
625	inf
630	inf
635	inf
640	inf
645	inf
650	inf
655	inf
660	inf
665	inf
670	inf
675	inf
680	inf
685	inf
690	inf
695	inf
700	inf
705	inf
710	inf
715	inf
720	inf
725	inf
730	inf
735	inf
740	inf
745	inf
750	inf
755	inf
760	inf
765	inf
770	inf
775	inf
780	inf
785	inf
790	inf
795	inf
800	inf
805	inf
810	inf
815	inf
820	inf
825	inf
830	inf
835	inf
840	inf
845	inf
850	inf
855	inf
860	inf
865	inf
870	inf
875	inf
880	inf
885	inf
890	inf
895	inf
900	inf
905	inf
910	inf
915	inf
920	inf
925	inf
930	inf
935	inf
940	inf
945	inf
950	inf
955	inf
960	inf
965	inf
970	inf
975	inf
980	inf
985	inf
990	inf
995	inf
1000	inf
1005	inf
1010	inf
1015	inf
1020	inf
1025	inf
1030	inf
1035	inf
1040	inf
1045	inf
1050	inf
1055	inf
1060	inf
1065	inf
1070	inf
1075	inf
1080	inf
1085	inf
1090	inf
1095	inf
1100	inf
1105	inf
1110	inf
1115	inf
1120	inf
1125	inf
1130	inf
1135	inf
1140	inf
1145	inf
1150	inf
1155	inf
1160	inf
1165	inf
1170	inf
1175	inf
1180	inf
1185	inf
1190	inf
1195	inf
1200	inf
1205	inf
1210	inf
1215	inf
1220	inf
1225	inf
1230	inf
1235	inf
1240	inf
1245	inf
1250	inf
1255	inf
1260	inf
1265	inf
1270	inf
1275	inf
1280	inf
1285	inf
1290	inf
1295	inf
1300	inf
1305	inf
1310	inf
1315	inf
1320	inf
1325	inf
1330	inf
1335	inf
1340	inf
1345	inf
1350	inf
1355	inf
1360	inf
1365	inf
1370	inf
1375	inf
1380	inf
1385	inf
1390	inf
1395	inf
1400	inf
1405	inf
1410	inf
1415	inf
1420	inf
1425	inf
1430	inf
1435	inf
1440	inf
1445	inf
1450	inf
1455	inf
1460	inf
1465	inf
1470	inf
1475	inf
1480	inf
1485	inf
1490	inf
1495	inf
1500	inf
1505	inf
1510	inf
1515	inf
1520	inf
1525	inf
1530	inf
1535	inf
1540	inf
1545	inf
1550	inf
1555	inf
1560	inf
1565	inf
1570	inf
1575	inf
1580	inf
1585	inf
1590	inf
1595	inf
1600	inf
1605	inf
1610	inf
1615	inf
1620	inf
1625	inf
1630	inf
1635	inf
1640	inf
1645	inf
1650	inf
1655	inf
1660	inf
1665	inf
1670	inf
1675	inf
1680	inf
1685	inf
1690	inf
1695	inf
1700	inf
1705	inf
1710	inf
1715	inf
1720	inf
1725	inf
1730	inf
1735	inf
1740	inf
1745	inf
1750	inf
1755	inf
1760	inf
1765	inf
1770	inf
1775	inf
1780	inf
1785	inf
1790	inf
1795	inf
1800	inf
1805	inf
1810	inf
1815	inf
1820	inf
1825	inf
1830	inf
1835	inf
1840	inf
1845	inf
1850	inf
1855	inf
1860	inf
1865	inf
1870	inf
1875	inf
1880	inf
1885	inf
1890	inf
1895	inf
1900	inf
1905	inf
1910	inf
1915	inf
1920	inf
1925	inf
1930	inf
1935	inf
1940	inf
1945	inf
1950	inf
1955	inf
1960	inf
1965	inf
1970	inf
1975	inf
1980	inf
1985	inf
1990	inf
1995	inf
2000	inf
2005	inf
2010	inf
2015	inf
2020	inf
2025	inf
2030	inf
2035	inf
2040	inf
2045	inf
2050	inf
2055	inf
2060	inf
2065	inf
2070	inf
2075	inf
2080	inf
2085	inf
2090	inf
2095	inf
2100	inf
2105	inf
2110	inf
2115	inf
2120	inf
2125	inf
2130	inf
2135	inf
2140	inf
2145	inf
2150	inf
2155	inf
2160	inf
2165	inf
2170	inf
2175	inf
2180	inf
2185	inf
2190	inf
2195	inf
2200	inf
2205	inf
2210	inf
2215	inf
2220	inf
2225	inf
2230	inf
2235	inf
2240	inf
2245	inf
2250	inf
2255	inf
2260	inf
2265	inf
2270	inf
2275	inf
2280	inf
2285	inf
2290	inf
2295	inf
2300	inf
2305	inf
2310	inf
2315	inf
2320	inf
2325	inf
2330	inf
2335	inf
2340	inf
2345	inf
2350	inf
2355	inf
2360	inf
2365	inf
2370	inf
2375	inf
2380	inf
2385	inf
2390	inf
2395	inf
2400	inf
2405	inf
2410	inf
2415	inf
2420	inf
2425	inf
2430	inf
2435	inf
2440	inf
2445	inf
2450	inf
2455	inf
2460	inf
2465	inf
2470	inf
2475	inf
2480	inf
2485	inf
2490	inf
2495	inf
2500	inf
2550	inf
2600	inf
2650	inf
2700	inf
2750	inf
2800	inf
2850	inf
2900	inf
2950	inf
3000	inf
3050	inf
3100	inf
3150	inf
3200	inf
3250	inf
3300	inf
3350	inf
3400	inf
3450	inf
3500	inf
3550	inf
3600	inf
3650	inf
3700	inf
3750	inf
3800	inf
3850	inf
3900	inf
3950	inf
4000	inf
4050	nan
4100	nan
4150	nan
4200	nan
4250	nan
4300	nan
4350	nan
4400	nan
4450	nan
4500	nan
4550	nan
4600	nan
4650	nan
4700	nan
4750	nan
4800	nan
4850	nan
4900	nan
4950	nan
5000	nan
5050	nan
5100	nan
5150	nan
5200	nan
5250	nan
5300	nan
5350	nan
5400	nan
5450	nan
5500	nan
5550	nan
5600	nan
5650	nan
5700	nan
5750	nan
5800	nan
5850	nan
5900	nan
5950	nan
6000	nan
6050	nan
6100	nan
6150	nan
6200	nan
6250	nan
6300	nan
6350	nan
6400	nan
6450	nan
6500	nan
6550	nan
6600	nan
6650	nan
6700	nan
6750	nan
6800	nan
6850	nan
6900	nan
6950	nan
7000	nan
7050	nan
7100	nan
7150	nan
7200	nan
7250	nan
7300	nan
7350	nan
7400	nan
7450	nan
7500	nan
7550	nan
7600	nan
7650	nan
7700	nan
7750	nan
7800	nan
7850	nan
7900	nan
7950	nan
8000	nan
8050	nan
8100	nan
8150	nan
8200	nan
8250	nan
8300	nan
8350	nan
8400	nan
8450	nan
8500	nan
8550	nan
8600	nan
8650	nan
8700	nan
8750	nan
8800	nan
8850	nan
8900	nan
8950	nan
9000	nan
9050	nan
9100	nan
9150	nan
9200	nan
9250	nan
9300	nan
9350	nan
9400	nan
9450	nan
9500	nan
9550	nan
9600	nan
9650	nan
9700	nan
9750	nan
9800	nan
9850	nan
9900	nan
9950	nan
10000	nan
10050	nan
10100	nan
10150	nan
10200	nan
10250	nan
10300	nan
10350	nan
10400	nan
10450	nan
10500	nan
10550	nan
10600	nan
10650	nan
10700	nan
10750	nan
10800	nan
10850	nan
10900	nan
10950	nan
11000	nan
11050	nan
11100	nan
11150	nan
11200	nan
11250	nan
11300	nan
11350	nan
11400	nan
11450	nan
11500	nan
11550	nan
11600	nan
11650	nan
11700	nan
11750	nan
11800	nan
11850	nan
11900	nan
11950	nan
12000	nan
12050	nan
12100	nan
12150	nan
12200	nan
12250	nan
12300	nan
12350	nan
12400	nan
12450	nan
12500	nan
12550	nan
12600	nan
12650	nan
12700	nan
12750	nan
12800	nan
12850	nan
12900	nan
12950	nan
13000	nan
13050	nan
13100	nan
13150	nan
13200	nan
13250	nan
13300	nan
13350	nan
13400	nan
13450	nan
13500	nan
13550	nan
13600	nan
13650	nan
13700	nan
13750	nan
13800	nan
13850	nan
13900	nan
13950	nan
14000	nan
14050	nan
14100	nan
14150	nan
14200	nan
14250	nan
14300	nan
14350	nan
14400	nan
14450	nan
14500	nan
14550	nan
14600	nan
14650	nan
14700	nan
14750	nan
14800	nan
14850	nan
14900	nan
14950	nan
15000	nan
15050	nan
15100	nan
15150	nan
15200	nan
15250	nan
15300	nan
15350	nan
15400	nan
15450	nan
15500	nan
15550	nan
15600	nan
15650	nan
15700	nan
15750	nan
15800	nan
15850	nan
15900	nan
15950	nan
16000	nan
16050	nan
16100	nan
16150	nan
16200	nan
16250	nan
16300	nan
16350	nan
16400	nan
16450	nan
16500	nan
16550	nan
16600	nan
16650	nan
16700	nan
16750	nan
16800	nan
16850	nan
16900	nan
16950	nan
17000	nan
17050	nan
17100	nan
17150	nan
17200	nan
17250	nan
17300	nan
17350	nan
17400	nan
17450	nan
17500	nan
17550	nan
17600	nan
17650	nan
17700	nan
